"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year"
"IND-0075900","1498.108",10,2474.619,0,1191.211,513.318,"Tompkins Co., Ithaca, NY, near field station, between city and Cayuga lake ","1915-08-13",42.459155,-76.518112,225,1915
"919020021","612.05",5,2210.03,0,755.62,583.95,NA,NA,42.311782,-73.182162,225,1915
"919026072","614.12",5,0,0,1647.54,470.42,NA,NA,42.31,-73.18,221,1915
"CONN00003799","2360.122",10,684.199,0,2718.52,838.228,"Conn: Fairfield County: Fairfield","1915-08-18",41.175833,-73.2725,230,1915
"CONN00003879","2346.017",10,971.393,0,1172.079,739.784,"Canada: Nova Scotia: Shelburne County: Lockeport","1915-08-14",43.698744,-65.113342,226,1915
"CONN00003871","2356.275",10,7056.585,0,865.794,432.167,"NY: Dutchess County: Hyde Park","1915-08-14",41.803056,-73.910278,226,1915
"NYBG-00366259","1216.328",10,198.233,0,806.844,604.128,"NY: Nassau: Long Beach","1915-07-15",40.592009,-73.633017,196,1915
"NYBG-00366331","1220.023",10,2671.236,0,529.038,0,"NY: Westchester: Verplanck Pt","1915-09-04",41.249517,-73.963735,247,1915
"MICH-V-1355525","1168.11",10,2423.445,0,0,0,"Wayne Co., Detroit, Palmer Park","1916-08-27",42.425858,-83.120029,240,1916
"919010419","612.05",5,1328.59,0,0,448.66,NA,NA,42.58,-71.44,219,1916
"919010810","612.08",5,377.28,0,85.44,0,NA,NA,42.36,-71.06,261,1916
"CCNL-06588","1407.013",10,1590.398,0,1647.243,979.992,"Rhode Island: Washington","1916-07-12",41.35984,-71.80749,194,1916
"TENN-V-0155201","1324.228",10,0,0,1291.289,1056.002,"NY: Ithaca: Stewart Park","1916-07-12",42.461783,-76.50477,194,1916
"NYBG-00365767","1224.008",10,0,0,2004.877,844.404,"NY: Dutchess: Barrytown","1916-08-23",41.999461,-73.930919,236,1916
"NYBG-00366323","1220.314",10,0,0,1531.112,282.381,"New Jersey: Warren: Delaware","1916-08-12",40.888628,-75.068465,225,1916
"ILL00121777","1164.015",10,512.999,0,1842.323,602.156,"Ingham Co., Michigan, Haslet","1917-07-15",42.74908,-84.402242,196,1917
"v0305281WIS","896.014",10,774.32,0,550.801,324.794,"42.46618 -76.49966","1917-08-22",42.46618,-76.49966,234,1917
"3008899","478.004",10,457.084,0,177.161,0,"Richland Co., Illinois, Olney","1917-07-21",38.7346,-88.093,202,1917
"3009080","478.004",10,249.327,0,298.537,58.034,"Salter's Point, Massachusetss, South Dartmouth","1917-08-08",41.529936,-70.949021,220,1917
"919024962","616.05",5,0,0,1123.6,716.2,NA,NA,41.38,-71.83,201,1917
"919028481","614.08",5,1283.97,0,0,0,NA,NA,42.16,-71.14,268,1917
"CONN00003800","2350.167",10,0,0,1286.1,1443.417,"Fairfield, Fairfield County, Conn.","1917-08-14",41.175833,-73.2725,226,1917
"NYBG-00366327","1224.198",10,0,0,1254.089,1224.026,"New Jersey: Middlesex: Colonia","1917-08-20",40.582245,-74.302955,232,1917
"MICH-V-1355555","1166.062",10,604.04,0,401.384,189.594,"Allegan Co., Michgan, Saugatuck, edge of Kalamazoo River","1918-08-17",42.662843,-86.204953,229,1918
"365689","1893.01",10,0,0,791.474,1061.471,"Ashland Mass","1918-06-26",42.27269,-71.447461,177,1918
"919009712","616.05",5,865.25,0,503.82,96.75,NA,NA,42.21,-72.19,222,1918
"919025033","616.05",5,0,0,2918.24,754.26,NA,NA,41.61,-73.12,185,1918
"931051069","432",5,0,0,1445.8,441.72,NA,NA,44.13,-81.15,159,1918
"931051165","433",5,0,0,1846.57,576.11,NA,NA,44.13,-81.15,218,1918
"NHA-706836","1608.011",10,0,0,337.337,0,"New Hampshire: Carroll","1918-08-07",43.61174,-71.1706,219,1918
"IND-0075901","1500.085",10,0,0,1087.095,937.843,"Savannah, Wayne Co., NY","1918-07-10",43.068942,-76.76201,191,1918
"3009075","479.009",10,549.635,0,640.666,216.708,"41.555658 -71.264215 Leicester, Rhode Island, bank of the creek","1919-08-11",41.555658,-71.264215,223,1919
"465766075","145",5,263.94,0,184.38,45.22,NA,NA,45.365773,-63.286941,207,1919
"919011053","614.03",5,2462.2,0,0,0,NA,NA,41.38,-71.83,243,1919
"919012102","612.05",5,2044.39,0,548.38,476.47,NA,NA,44.12,-73.16,223,1919
"919012904","614.7",5,2304.85,0,565.59,0,NA,NA,41.95,-71.97,212,1919
"919016715","613.37",5,275.12,0,863.24,470.65,NA,NA,44.08,-69.22,218,1919
"919025373","610.03",5,264.83,0,722.88,110.14,NA,NA,42.31,-71.12,202,1919
"CONN00003801","2334",10,3362.203,0,1170.254,1476.136,"","1919-08-24",41.160278,-73.501389,236,1919
"CONN00003868","2352.122",10,6634.337,0,1498.073,445.708,"Maine: Oxford County: Norway: Little Androscoggin River","1919-08-04",44.2225,-70.509444,216,1919
"UVMVT084353","1228",10,730.293,0,1433.928,494.099,"Vermont: Clarendon: Otter Creek","1919-08-11",43.572398,-72.988815,223,1919
"UVMVT084351","1228.023",10,0,0,1570.29,226.874,"Vermont: Leicester Junction: Otter Creek","1919-08-11",43.855874,-73.148788,223,1919
"WGCH-00001240","1239.067",10,0,0,1340.751,449.287,"NY: Hudson, by the river","1919-06-21",42.258283,-73.797421,172,1919
"ALBC004896","519.009",5,1293.287,0,1298.308,425.88,"East Lansing, MI","1920-07-30",42.740526,-84.481603,212,1920
"NYBG-00365733","1216.237",10,2230.344,0,839.912,157.384,"NY: Queens: Flushing: Kissena Park","1920-09-03",40.747346,-73.806791,247,1920
"NYBG-00365734","1216.023",10,0,0,1371.189,0,"NY: Queens: Flushing: Kissena Park","1920-09-03",40.747346,-73.806791,247,1920
"MISSA016726","1032.017",10,0,0,702.016,351.207,"","1920-06-21",32.741639,-89.689363,173,1920
"ILL00121787","882.028",10,385.311,0,1175.242,530.845,"Ithaca, New York","1921-08-05",42.450647,-76.507068,217,1921
"MICH-V-1355557","1166.062",10,653.002,0,1550.336,775.888,"Livingston Co., Michigan, shore of Strawberry Lake","1921-06-12",42.449975,-83.834404,163,1921
"v0305269WIS","893.014",10,159.812,0,616.19,708.807,"40.42260 -75.06628","1921-06-29",40.4226,-75.06628,180,1921
"919012425","610.72",5,0,0,1823.97,689.17,NA,NA,42.867869,-71.494832,234,1921
"919026765","614.76",5,697.16,0,130.06,353.05,NA,NA,41.85,-71.47,222,1921
"CONN00006876","2364.003",10,4631.451,0,830.665,0,"","1921-08-10",41.871389,-71.464722,222,1921
"CONN00003877","2352.014",10,539.938,0,736.295,277.306,"Rhode Island: Providence County: Johnston: Old Swamp Reservoir","1921-08-03",41.825833,-71.537222,215,1921
"NHA-706832","1605.011",10,0,0,1676.307,357.253,"Maine: Oxford County: Norway: Little Androscoggin River","1921-08-10",44.47241,-70.29857,222,1921
"NYBG-00365779","1218.004",10,1362.478,0,703.228,0,"Ontario: Ottawa","1921-08-08",45.382053,-75.781192,220,1921
"NYBG-00365791","1216.378",10,0,0,1260.039,474.046,"Virginia: Richmond","1921-06-29",37.532202,-77.454134,180,1921
"NYBG-00366251","1220.009",10,0,0,1274.212,575.138,"New Jersey: Salem: Penn's Grove","1921-06-15",39.731316,-75.474994,166,1921
"MICH-V-1433772","1166.027",10,1920.692,0,1412.349,366.515,"Ontario, Casselman, ","1922-07-21",45.314652,-75.092395,202,1922
"MICH-V-1433768","1168.007",10,1872.293,0,523.208,574.438,"Bucks Co., Pennsylvania, Maple Beach","1922-07-29",40.086111,-74.868889,210,1922
"MICH-V-1433771","1168.007",10,215.017,0,464.017,227.759,"Casselamn Ontario","1922-07-20",45.311768,-75.084872,201,1922
"3009090","480.004",10,733.042,0,362.686,234.04,"Bucks Co., Penn, Maple Beach","1922-07-27",40.08654,-74.868318,208,1922
"MT00043426","1232.002",10,0,0,931.893,651.414,"46.87 -71.18","1922-08-08",46.87,-71.18,220,1922
"918950462","142.01",5,212.19,0,0,19.65,NA,NA,49.233888,-124.805549,230,1922
"919019380","614.72",5,0,0,3271.85,0,NA,NA,42.18,-71.14,208,1922
"919021920","614.08",5,687.28,0,1655.16,678.11,NA,NA,41.45,-71.45,191,1922
"919023400","614.05",5,0,0,574.23,325.69,NA,NA,43.59,-70.33,231,1922
"931060329","432",5,0,0,729.12,280.19,NA,NA,45.31,-84,201,1922
"NYBG-00365729","1216.12",10,0,0,1180.112,240.439,"NY: Orange: Hamptonburgh","1922-08-10",41.434191,-74.262039,222,1922
"NYBG-00365730","1216.008",10,1483.182,0,1019.223,356,"NY: Orange: Hamptonburgh","1922-08-17",41.434191,-74.262039,229,1922
"NYBG-00365735","1224.009",10,0,0,899.123,252.983,"NY: Suffolk: Easthampton, Long Island","1922-06-27",40.948656,-72.18916,178,1922
"1189128","1168.002",10,1560.454,0,797.79,342.794,"Casselman, Ontario","1922-07-20",45.31486,-75.092782,201,1922
"CHRB0001055","1148",10,314.884,0,258.488,1039.222,"40.37235 -74.95041","1923-07-08",40.37235,-74.95041,189,1923
"RMBC_6536","1254.014",10,2851.498,0,212.052,412.678,"Chilliwack BC","1923-07-09",49.157151,-122.031759,190,1923
"365799","1896",10,2802.783,0,0,0,"Washington's Crossing, Delaware River","1923-09-20",40.294684,-74.869983,263,1923
"919010272","616.01",5,0,0,1249.47,1060.89,NA,NA,44.19,-70.17,197,1923
"919013311","608.05",5,0,0,2614.77,1273.7,NA,NA,44.19,-70.17,197,1923
"CONN00003863","2364.03",10,0,0,2432.7,1921.466,"Canada: Quebec: Saint Laurent","1923-06-26",45.516667,-73.66666,177,1923
"WGCH-00001241","1234.283",10,0,0,860.255,304.452,"Conn: Fairfield","1923-08-27",41.20694,-73.43989,239,1923
"NYBG-00365773","1216.232",10,1854.223,0,869.003,172.192,"Penn: Bucks: Point Pleasant","1923-07-31",40.421884,-75.063707,212,1923
"NYBG-00365731","1224.459",10,0,0,1509.093,833.109,"NY: Queens: Flushing: Kissena Park","1923-07-02",40.747346,-73.806791,183,1923
"MICH-V-1433765","1170.015",10,535.34,0,0,664.432,"Bucks Co., Washington's Crossing, Delaware River bank","1924-07-27",40.293072,-74.868679,209,1924
"v0305287WIS","896.005",10,604.519,0,455.191,114.909,"40.17135 -74.90499","1924-09-09",40.17135,-74.90499,253,1924
"DUKE10080794","1299.041",10,0,0,1321.892,600.665,"Norfolk CO., Virginia, Naval base at Jamiestown","1924-06-24",36.903731,-76.371571,176,1924
"MT00043427","1228",10,0,0,857.7,643.476,"45.42 -73","1924-07-11",45.42,-73,193,1924
"BUT0005913","799.053",10,0,0,853.538,589.973,"Ithaca, New York","1924-08-08",42.4414,-76.5114,221,1924
"MT00043428","1232.006",10,1587.065,0,568.169,590.761,"46.7 -71.58","1924-08-27",46.7,-71.58,240,1924
"MT00043429","1232.006",10,1684.184,0,845.64,343.26,"46.7 -71.58","1924-08-27",46.7,-71.58,240,1924
"919018103","614.76",5,973.34,0,190.52,0,NA,NA,42.24,-70.89,209,1924
"CONN00125070","2360.054",10,0,0,2773.678,1799.244,"Mass: Middlesex County: Melrose","1924-07-12",42.458333,-71.066111,194,1924
"NYBG-00365696","1120.483",10,0,0,1691.328,238.499,"Michigan: Ingham: Haslet, Pine Lake","1924-08-25",42.754116,-84.405151,238,1924
"MICH-V-1355553","1168.084",10,552.034,0,0,0,"Sheldon, Wayne Co., Michigan","1924-09-10",42.274472,-83.476611,254,1924
"LSU00097362","1002",10,596.124,0,148.239,404.922,"Papscanee Creek near Albany NY","1925-07-30",42.608109,-73.755006,211,1925
"v0305279WIS","896.009",10,704.502,0,491.409,377.073,"39.78171 -86.13847","1925-07-15",39.78171,-86.13847,196,1925
"MT00043433","1232.006",10,0,0,1873.903,449.445,"46.92611 -70.73472","1925-07-15",46.92611,-70.73472,196,1925
"MT00043431","1232.002",10,281.624,0,784.01,181.417,"47 -70.82","1925-08-15",47,-70.82,227,1925
"MT00043432","1234.002",10,0,0,849.041,119.817,"47 -70.82","1925-08-15",47,-70.82,227,1925
"MT00043430","1230.007",10,0,0,738.519,210.104,"46.92611 -70.73472","1925-08-30",46.92611,-70.73472,242,1925
"919024508","614.08",5,0,0,892.87,1062.81,NA,NA,41.55,-70.61,186,1925
"931038913","432",5,0,0,1577.26,644.07,NA,NA,43.54,-80.25,191,1925
"NHA-706845","1603.346",10,2908.716,0,879.866,755.238,"New Hampshire: Hillsborough","1925-09-01",42.89051,-71.93935,244,1925
"UVMVT084365","1224.299",10,0,0,2399.022,531.485,"Vermont: Strafford","1925-07-11",43.839536,-72.35094,192,1925
"UVMVT084354","1224.928",10,0,0,758.482,574.512,"Vermont: Sharon","1925-07-09",43.782109,-72.445593,190,1925
"UVMVT084344","1230.292",10,0,0,1123.488,771.348,"Vermont: Sharon","1925-07-09",43.782109,-72.445593,190,1925
"BUT1981","797.328",10,1130.69,0,564.646,327.329,"Indiana, Smith's Woods, Irvington","1925-07-10",39.77667,-86.077668,191,1925
"BUT1978","801.265",10,1437.653,0,173.612,0,"Indiana, Smith's Woods, Irvington","1925-07-10",39.77667,-86.077668,191,1925
"BUT1980","798.269",10,1588.372,0,0,0,"Indiana, Smith's Woods, Irvington","1925-07-10",39.77667,-86.077668,191,1925
"BUT1977","800.323",10,575.348,0,556.235,211.274,"Indiana, Smith's Woods, Irvington","1925-07-10",39.77667,-86.077668,191,1925
"BUT1979","799.268",10,2848.717,0,399.879,385.24,"Indiana, Smith's Woods, Irvington","1925-07-10",39.77667,-86.077668,191,1925
"1189126","1168.002",10,1168.002,0,1388.37,629.752,"Carpenter, Sharon, Vermont, ","1925-07-09",43.78756,-72.44733,190,1925
"3008921","479.009",10,0,0,626.128,371.486,"Cedar Rapids Iowa","1926-07-11",41.9969,-91.6869,192,1926
"MT00043435","1232.002",10,1125.003,0,873.493,1117.772,"45.92 -72.93","1926-07-14",45.92,-72.93,195,1926
"MT00043436","1230.007",10,450.156,0,2075.027,446.28,"Montreal, St. Lawrence, along railroad track beside moat","1926-07-18",45.488809,-73.555652,199,1926
"MT00186351","1232.002",10,0,0,1874.598,1179.135,"45.495967 -73.710801","1926-07-18",45.495967,-76.710801,199,1926
"MT00043437","1232.006",10,684.706,0,1593.787,414.833,"47.1 -70.35","1926-07-30",47.1,-70.35,211,1926
"MT00043438","1230.002",10,0,0,1288.477,269.433,"Sainte-Famille de l'Ã«le d'OrlÅ½ans","1926-08-03",46.97399,-70.964258,215,1926
"1793128","479.009",10,177.641,0,552.4,179.245,"Cook CO., Illinois, 2mi west of Glenview on Milwaukee Rd","1926-08-04",42.074,-87.8591,216,1926
"919018679","614.05",5,0,0,419.64,253.94,NA,NA,42.83,-71.67,245,1926
"NHA-558939","1170.035",10,0,0,640.8,0,"Maine: Hancock","1926-07-29",44.33177,-68.33077,210,1926
"NYBG-00365754","1220.001",10,5818.22,0,715.33,204.202,"NY: Dutchess: Rhineback","1926-08-25",41.936441,-73.921452,237,1926
"NYBG-00365755","1228.338",10,1585.335,0,1278.12,365.776,"NY: Dutchess: Rhineback","1926-08-26",41.936441,-73.921452,238,1926
"MUHW034949","1380.023",10,1024.032,0,80.43,182.609,"edge of marsh by Plum Island, Turnpike, Newbury, Essex Co., Massachusetts","1927-07-24",42.814918,-70.814643,205,1927
"MICH-V-1355529","1164.062",10,499.107,0,751.199,390.403,"Washtenaw Co., Michigan, ditch near University Botanical Gardens, Ann Arbor","1927-07-23",42.300342,-83.664193,204,1927
"OSU_22167","1230",10,0,0,812.234,873.247,"Lowell, Mass. Merrimack River","1927-07-28",42.639593,-71.341093,209,1927
"3008928","478.009",10,174.645,0,142.161,0,"Saugatuck, Michigan","1927-07-23",42.660885,-86.207913,204,1927
"465766076","143.33",5,0,0,245.69,118.45,NA,NA,45.365773,-63.286941,213,1927
"876211398","615.03",5,0,0,2129.73,834.67,NA,NA,42.35,-71.05,182,1927
"NHA-706834","1605",10,1087.276,0,1016.348,460.285,"Maine: Cumberland: South Portland","1927-08-14",43.68047,-70.22315,226,1927
"NHA-706843","1608.003",10,0,0,1642.487,606.434,"New Hampshire: Carroll: Black Bay Bog","1927-06-28",43.61174,-71.1706,179,1927
"NYBG-00365764","1224.998",10,0,0,1264.223,455.498,"NY: Bronx Parkway: Woodlawn Cemetary","1927-07-05",40.894297,-73.87056,186,1927
"NYBG-00365777","1216.004",10,642.189,0,415.128,512.27,"NY: Orange: Middle Hope","1927-08-23",41.561315,-74.002679,235,1927
"1189134","1166.002",10,1448.669,0,660.429,467.777,"Sheffield, Berkshire Co., Massachusetts","1927-08-20",42.110169,-73.351875,232,1927
"UWM0012407","613.029",10,245.122,0,370.492,458.108,"Milwaukee Co., Wisconsin, Fox Point","1928-08-16",43.155595,-87.900751,229,1928
"BUT0005934","802.853",10,141.76,0,486.837,293.064,"University Campus, Ann Arbor, Washtenaw","1928-07-20",42.2714,-83.7235,202,1928
"BUT0005940","1185.42",10,328.776,0,309.613,597.722,"Glencoe, Ontario","1928-07-24",42.7463,-81.7038,206,1928
"919029654","613.37",5,411.18,867.947,674.52,0,NA,NA,42.37,-72.52,221,1928
"1721454","628.003",5,0,0,1848.224,1313.981,NA,NA,47.548034,-121.983603,201,1928
"1721456","628.003",5,0,0,2164.67,751.237,NA,NA,47.548034,-121.983603,201,1928
"CONN00003803","2353.056",10,2524.013,0,1684.28,1111.18,"Conn: Fairfield County: Newtown: Housatonic River","1928-08-17",41.439167,-73.247778,230,1928
"CONN00003821","2356.085",10,2693.633,0,881.492,641.76,"Conn: Hartford County: Rocky Hill: Connecticut River","1928-08-29",41.666111,-72.627778,242,1928
"WSU_100858","920.092",10,1329.643,0,1152.393,554.646,"King County, shore of Lake Washington","1929-08-04",47.555454,-122.252823,216,1929
"366281","1892",10,2472.199,0,775.658,478.611,"Valley of Rondont Creek, near Eddyville, Wester County, NY","1929-08-08",41.894658,-74.024675,220,1929
"MT00043441","1234.002",10,1084.597,0,0,0,"45.73 -73.47","1929-08-30",45.73,-73.47,242,1929
"919024147","616.05",5,0,0,1265.55,284.18,NA,NA,44.39,-68.3,236,1929
"CONN00056795","2349.017",10,14944.19,0,0,0,"Conn: Litchfield County: Kent: Housatonic River","1929-10-04",41.735556,-73.473889,277,1929
"MT00043443","1232.006",10,235.553,0,1144.603,100.265,"45.5292 -73.4814","1930-06-30",45.5292,-73.4814,181,1930
"MT00043444","1234.015",10,0,0,754.623,453.114,"45.2581 -74.1772","1930-06-30",45.2591,-74.1772,181,1930
"MT00043445","1232.002",10,0,0,1485.884,873.444,"45.2581 -74.1772","1930-06-30",45.2591,-74.1772,181,1930
"MT00043446","1230.002",10,0,0,1122.02,850.387,"45.53 -73.5","1930-07-05",45.53,-73.5,186,1930
"MT00043447","1228.002",10,0,0,595.569,397.972,"46.288020 -72.699036","1930-07-15",46.28802,-72.699036,196,1930
"USMS_000012459","892.009",10,266.667,0,0,0,"NW of Peekskill, Westchester Co., New York","1930-08-02",41.288159,-73.930988,214,1930
"MT00043448","1228.007",10,1632.827,0,601.284,133.686,"46.35 -75","1930-08-09",46.35,-75,221,1930
"BUT0005937","799.212",10,1481.994,0,884.039,0,"Michigan, Jonesville, St. Joe River","1930-08-16",41.9819,-84.6653,228,1930
"MT00043449","1230.007",10,2666.674,0,0,0,"45.4493 -73.9497","1930-09-27",45.4493,-73.9497,270,1930
"919017772","614.03",5,2791.13,0,1853.48,517.07,NA,NA,42.81,-70.88,192,1930
"919018523","613.4",5,0,0,2720.84,878.41,NA,NA,44.4,-73,191,1930
"919019994","616.12",5,0,0,1856.77,959.58,NA,NA,44.4,-73,191,1930
"919021452","616.05",5,368.78,0,1311.07,600.06,NA,NA,42.81,-70.88,192,1930
"919025686","616.12",5,3387.98,0,1744.18,0,NA,NA,42.81,-70.88,192,1930
"931038990","432",5,0,0,442.76,136.57,NA,NA,42.68,-80.33,207,1930
"3009029","479.017",10,679.139,0,960.471,383.59,"Catskills, NY","1930-08-08",41.9986,-74.3864,220,1930
"1189131","1170.015",10,797.03,0,441.026,347.701,"Nominingue, Labelle County, Quebec","1931-08-05",46.389648,-75.032318,217,1931
"1189136","1170",10,225.553,0,119.696,389.919,"St. Lawrence Co., New York, Gouverneur, near old iron mine","1931-07-22",44.34089,-75.478992,203,1931
"MU-V-000195926","1162.688",10,304.756,0,412.117,789.013,"Hunterdon Co., Mew Jersey, bank of canal by Delaware n. of Washington's Crossing","1931-07-11",40.303718,-74.869349,192,1931
"MU-V-000195930","1163.654",10,4106.585,0,702.92,480.25,"Kenilworth, Shaw Water Gardens, Edge of Lily Ponds, DC","1931-08-03",38.912248,-76.942304,215,1931
"CHRB0001075","1146.028",10,0,0,627.596,657.1,"40.29677 -74.86683","1931-07-11",40.29677,-74.86683,192,1931
"MICH-V-1433769","1166.027",10,3156.53,0,540.015,189.855,"Labelle Co., Quebec, Nominingue","1931-08-05",46.39137,-75.030632,217,1931
"v0305274WIS","894.002",10,1214.393,0,720.131,171.608,"44.33550 -75.46557","1931-07-22",44.3355,-75.465557,203,1931
"UWM0012412","614.04",10,939.378,0,759.699,431.021,"Milaukee Co., Wisconsin, Fox Point","1931-07-23",43.152491,-87.892275,204,1931
"WTU-V-022160","1251",10,0,0,1859.731,505.33,"King County, Lake Washington near University","1931-08-18",47.555454,-122.252823,230,1931
"RMBC_23576","1254.002",10,597.513,0,470.323,387.931,"District of Kent near Vancounver","1931-07-06",49.250385,-121.752134,187,1931
"MT00043452","1230.007",10,2522.059,0,1163.473,338.585,"46.08 -71.3","1931-08-03",46.08,-71.3,215,1931
"MT00043453","1232",10,2296.481,0,865.763,387.506,"46.35 -75","1931-08-05",46.35,-75,217,1931
"3009095","478.004",10,199.063,0,216.776,109.444,"Chandler, comte de Gaspe, ","1931-08-06",48.348,-64.67745,218,1931
"MT00043454","1230.015",10,2099.206,0,591.278,563.756,"48.35 -64.68","1931-08-06",48.35,-64.68,218,1931
"MT00043456","1230.002",10,884.301,0,664.33,284.569,"Ã«le Bizard, Montreal","1931-08-10",45.5022261,-73.894797,222,1931
"MT00043455","1228",10,2520.667,0,1099.925,0,"46.82 -71.23","1931-08-12",46.82,-71.23,224,1931
"918950493","154.01",5,251.09,93.381,165.32,132.26,NA,NA,43.68,-79.78,209,1931
"919017166","613.39",5,0,0,975.06,240.53,NA,NA,42.83,-71.67,227,1931
"919024911","612.05",5,0,0,1444.42,532.34,NA,NA,44.64,-73.11,197,1931
"CONN00006847","2352.003",10,6926.527,0,1680.655,1791.396,"","1931-07-27",41.319444,-72.345556,208,1931
"UVMVT084349","1228.007",10,530.434,0,1291.112,277.837,"Vermont: West Haven: Lake Champlain, Carpenter shore","1931-08-08",43.64274,-73.424698,220,1931
